Reference;Name;Category;Short description;Size;Color;Structure;Price/RUB;Images
SV-100E;Свитшот реглан теплый SV-100E;Свитшоты;Замеры в (42) размере: длина по спинке 60 см, полуобхват груди 46 см, длина рукава от горловины 66 см, ширина манжет 6 см.;54;кремовый;трехнитка, флис;1233;https://niko-opt.com/11740-large_default/svitshot-reglan-teplyj-sv-100e.jpg,https://niko-opt.com/11741-large_default/svitshot-reglan-teplyj-sv-100e.jpg,https://niko-opt.com/11742-large_default/svitshot-reglan-teplyj-sv-100e.jpg,https://niko-opt.com/11743-large_default/svitshot-reglan-teplyj-sv-100e.jpg
SV-100E;Свитшот реглан теплый SV-100E;Свитшоты;Замеры в (42) размере: длина по спинке 60 см, полуобхват груди 46 см, длина рукава от горловины 66 см, ширина манжет 6 см.;56;кремовый;трехнитка, флис;1233;https://niko-opt.com/11740-large_default/svitshot-reglan-teplyj-sv-100e.jpg,https://niko-opt.com/11741-large_default/svitshot-reglan-teplyj-sv-100e.jpg,https://niko-opt.com/11742-large_default/svitshot-reglan-teplyj-sv-100e.jpg,https://niko-opt.com/11743-large_default/svitshot-reglan-teplyj-sv-100e.jpg
SV-100K;Свитшот реглан теплый SV-100K;Свитшоты;Замеры в (42) размере: длина по спинке 60 см, полуобхват груди 46 см, длина рукава от горловины 66 см, ширина манжет 6 см.;42;черный;трехнитка, флис;1233;https://niko-opt.com/11748-large_default/svitshot-reglan-teplyj-sv-100k.jpg,https://niko-opt.com/11749-large_default/svitshot-reglan-teplyj-sv-100k.jpg,https://niko-opt.com/11750-large_default/svitshot-reglan-teplyj-sv-100k.jpg,https://niko-opt.com/11751-large_default/svitshot-reglan-teplyj-sv-100k.jpg
SV-100K;Свитшот реглан теплый SV-100K;Свитшоты;Замеры в (42) размере: длина по спинке 60 см, полуобхват груди 46 см, длина рукава от горловины 66 см, ширина манжет 6 см.;46;черный;трехнитка, флис;1233;https://niko-opt.com/11748-large_default/svitshot-reglan-teplyj-sv-100k.jpg,https://niko-opt.com/11749-large_default/svitshot-reglan-teplyj-sv-100k.jpg,https://niko-opt.com/11750-large_default/svitshot-reglan-teplyj-sv-100k.jpg,https://niko-opt.com/11751-large_default/svitshot-reglan-teplyj-sv-100k.jpg
SV-100K;Свитшот реглан теплый SV-100K;Свитшоты;Замеры в (42) размере: длина по спинке 60 см, полуобхват груди 46 см, длина рукава от горловины 66 см, ширина манжет 6 см.;50;черный;трехнитка, флис;1233;https://niko-opt.com/11748-large_default/svitshot-reglan-teplyj-sv-100k.jpg,https://niko-opt.com/11749-large_default/svitshot-reglan-teplyj-sv-100k.jpg,https://niko-opt.com/11750-large_default/svitshot-reglan-teplyj-sv-100k.jpg,https://niko-opt.com/11751-large_default/svitshot-reglan-teplyj-sv-100k.jpg
SV-100K;Свитшот реглан теплый SV-100K;Свитшоты;Замеры в (42) размере: длина по спинке 60 см, полуобхват груди 46 см, длина рукава от горловины 66 см, ширина манжет 6 см.;52;черный;трехнитка, флис;1233;https://niko-opt.com/11748-large_default/svitshot-reglan-teplyj-sv-100k.jpg,https://niko-opt.com/11749-large_default/svitshot-reglan-teplyj-sv-100k.jpg,https://niko-opt.com/11750-large_default/svitshot-reglan-teplyj-sv-100k.jpg,https://niko-opt.com/11751-large_default/svitshot-reglan-teplyj-sv-100k.jpg
SV-100K;Свитшот реглан теплый SV-100K;Свитшоты;Замеры в (42) размере: длина по спинке 60 см, полуобхват груди 46 см, длина рукава от горловины 66 см, ширина манжет 6 см.;54;черный;трехнитка, флис;1233;https://niko-opt.com/11748-large_default/svitshot-reglan-teplyj-sv-100k.jpg,https://niko-opt.com/11749-large_default/svitshot-reglan-teplyj-sv-100k.jpg,https://niko-opt.com/11750-large_default/svitshot-reglan-teplyj-sv-100k.jpg,https://niko-opt.com/11751-large_default/svitshot-reglan-teplyj-sv-100k.jpg
SV-100K;Свитшот реглан теплый SV-100K;Свитшоты;Замеры в (42) размере: длина по спинке 60 см, полуобхват груди 46 см, длина рукава от горловины 66 см, ширина манжет 6 см.;56;черный;трехнитка, флис;1233;https://niko-opt.com/11748-large_default/svitshot-reglan-teplyj-sv-100k.jpg,https://niko-opt.com/11749-large_default/svitshot-reglan-teplyj-sv-100k.jpg,https://niko-opt.com/11750-large_default/svitshot-reglan-teplyj-sv-100k.jpg,https://niko-opt.com/11751-large_default/svitshot-reglan-teplyj-sv-100k.jpg
SV-100R;Свитшот реглан теплый SV-100R;Свитшоты;Замеры в (42) размере: длина по спинке 60 см, полуобхват груди 46 см, длина рукава от горловины 66 см, ширина манжет 6 см.;42;красный;трехнитка, флис;1233;https://niko-opt.com/11756-large_default/svitshot-reglan-teplyj-sv-100r.jpg,https://niko-opt.com/11757-large_default/svitshot-reglan-teplyj-sv-100r.jpg,https://niko-opt.com/11758-large_default/svitshot-reglan-teplyj-sv-100r.jpg,https://niko-opt.com/11759-large_default/svitshot-reglan-teplyj-sv-100r.jpg
SV-100R;Свитшот реглан теплый SV-100R;Свитшоты;Замеры в (42) размере: длина по спинке 60 см, полуобхват груди 46 см, длина рукава от горловины 66 см, ширина манжет 6 см.;44;красный;трехнитка, флис;1233;https://niko-opt.com/11756-large_default/svitshot-reglan-teplyj-sv-100r.jpg,https://niko-opt.com/11757-large_default/svitshot-reglan-teplyj-sv-100r.jpg,https://niko-opt.com/11758-large_default/svitshot-reglan-teplyj-sv-100r.jpg,https://niko-opt.com/11759-large_default/svitshot-reglan-teplyj-sv-100r.jpg
SV-100R;Свитшот реглан теплый SV-100R;Свитшоты;Замеры в (42) размере: длина по спинке 60 см, полуобхват груди 46 см, длина рукава от горловины 66 см, ширина манжет 6 см.;46;красный;трехнитка, флис;1233;https://niko-opt.com/11756-large_default/svitshot-reglan-teplyj-sv-100r.jpg,https://niko-opt.com/11757-large_default/svitshot-reglan-teplyj-sv-100r.jpg,https://niko-opt.com/11758-large_default/svitshot-reglan-teplyj-sv-100r.jpg,https://niko-opt.com/11759-large_default/svitshot-reglan-teplyj-sv-100r.jpg
SV-100R;Свитшот реглан теплый SV-100R;Свитшоты;Замеры в (42) размере: длина по спинке 60 см, полуобхват груди 46 см, длина рукава от горловины 66 см, ширина манжет 6 см.;50;красный;трехнитка, флис;1233;https://niko-opt.com/11756-large_default/svitshot-reglan-teplyj-sv-100r.jpg,https://niko-opt.com/11757-large_default/svitshot-reglan-teplyj-sv-100r.jpg,https://niko-opt.com/11758-large_default/svitshot-reglan-teplyj-sv-100r.jpg,https://niko-opt.com/11759-large_default/svitshot-reglan-teplyj-sv-100r.jpg
SV-100R;Свитшот реглан теплый SV-100R;Свитшоты;Замеры в (42) размере: длина по спинке 60 см, полуобхват груди 46 см, длина рукава от горловины 66 см, ширина манжет 6 см.;52;красный;трехнитка, флис;1233;https://niko-opt.com/11756-large_default/svitshot-reglan-teplyj-sv-100r.jpg,https://niko-opt.com/11757-large_default/svitshot-reglan-teplyj-sv-100r.jpg,https://niko-opt.com/11758-large_default/svitshot-reglan-teplyj-sv-100r.jpg,https://niko-opt.com/11759-large_default/svitshot-reglan-teplyj-sv-100r.jpg
SV-100R;Свитшот реглан теплый SV-100R;Свитшоты;Замеры в (42) размере: длина по спинке 60 см, полуобхват груди 46 см, длина рукава от горловины 66 см, ширина манжет 6 см.;54;красный;трехнитка, флис;1233;https://niko-opt.com/11756-large_default/svitshot-reglan-teplyj-sv-100r.jpg,https://niko-opt.com/11757-large_default/svitshot-reglan-teplyj-sv-100r.jpg,https://niko-opt.com/11758-large_default/svitshot-reglan-teplyj-sv-100r.jpg,https://niko-opt.com/11759-large_default/svitshot-reglan-teplyj-sv-100r.jpg
SV-100R;Свитшот реглан теплый SV-100R;Свитшоты;Замеры в (42) размере: длина по спинке 60 см, полуобхват груди 46 см, длина рукава от горловины 66 см, ширина манжет 6 см.;56;красный;трехнитка, флис;1233;https://niko-opt.com/11756-large_default/svitshot-reglan-teplyj-sv-100r.jpg,https://niko-opt.com/11757-large_default/svitshot-reglan-teplyj-sv-100r.jpg,https://niko-opt.com/11758-large_default/svitshot-reglan-teplyj-sv-100r.jpg,https://niko-opt.com/11759-large_default/svitshot-reglan-teplyj-sv-100r.jpg
SV-100T;Свитшот реглан теплый SV-100T;Свитшоты;Замеры в (42) размере: длина по спинке 60 см, полуобхват груди 46 см, длина рукава от горловины 66 см, ширина манжет 6 см.;42;бирюзовый;трехнитка, флис;1233;https://niko-opt.com/11725-large_default/svitshot-reglan-teplyj-sv-100t.jpg,https://niko-opt.com/11726-large_default/svitshot-reglan-teplyj-sv-100t.jpg,https://niko-opt.com/11727-large_default/svitshot-reglan-teplyj-sv-100t.jpg,https://niko-opt.com/11728-large_default/svitshot-reglan-teplyj-sv-100t.jpg
SV-100T;Свитшот реглан теплый SV-100T;Свитшоты;Замеры в (42) размере: длина по спинке 60 см, полуобхват груди 46 см, длина рукава от горловины 66 см, ширина манжет 6 см.;44;бирюзовый;трехнитка, флис;1233;https://niko-opt.com/11725-large_default/svitshot-reglan-teplyj-sv-100t.jpg,https://niko-opt.com/11726-large_default/svitshot-reglan-teplyj-sv-100t.jpg,https://niko-opt.com/11727-large_default/svitshot-reglan-teplyj-sv-100t.jpg,https://niko-opt.com/11728-large_default/svitshot-reglan-teplyj-sv-100t.jpg
